ID,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
195,"Fan, Y., Wernegreen, J.J.",Can't Take the Heat: High Temperature Depletes Bacterial Endosymbionts of Ants,2013,Microbial Ecology,66,3,,727,733,,9,10.1007/s00248-013-0264-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884414021&partnerID=40&md5=dd3ec03f349c6140549d3360a49c4938,Article,Scopus,2-s2.0-84884414021
196,"Jena, B., Sahu, S., Avinash, K., Swain, D.",Observation of oligotrophic gyre variability in the south Indian Ocean: Environmental forcing and biological response,2013,Deep-Sea Research Part I: Oceanographic Research Papers,80,,,1,10,,5,10.1016/j.dsr.2013.06.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882613338&partnerID=40&md5=c0e79c460484bf8ab32b4dc78bcf15c4,Article,Scopus,2-s2.0-84882613338
197,"Carbutt, C., Edwards, T.J., Fynn, R.W.S., Beckett, R.P.",Evidence for temperature limitation of nitrogen mineralisation in the Drakensberg Alpine Centre,2013,South African Journal of Botany,88,,,447,454,,2,10.1016/j.sajb.2013.09.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885155828&partnerID=40&md5=d3113918c60e00b5468f738a4d83b45f,Article,Scopus,2-s2.0-84885155828
198,"Aubrey, D.A., Nadkarni, N.M., Broderick, C.P.","Patterns of moisture and temperature in canopy and terrestrial soils in a temperate rainforest, Washington",2013,Botany,91,11,,739,744,,,10.1139/cjb-2013-0153,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886550179&partnerID=40&md5=9e1e806c9285ef48bd84870827b84fef,Article,Scopus,2-s2.0-84886550179
199,"Acevedo-Trejos, E., Brandt, G., Merico, A., Smith, S.L.",Biogeographical patterns of phytoplankton community size structure in the oceans,2013,Global Ecology and Biogeography,22,9,,1060,1070,,7,10.1111/geb.12071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881546531&partnerID=40&md5=518fd317a33c7d4a7623b687f9719d5b,Article,Scopus,2-s2.0-84881546531
200,"Findlay, H.S., Artioli, Y., Moreno Navas, J., Hennige, S.J., Wicks, L.C., Huvenne, V.A.I., Woodward, E.M.S., Roberts, J.M.",Tidal downwelling and implications for the carbon biogeochemistry of cold-water corals in relation to future ocean acidification and warming,2013,Global Change Biology,19,9,,2708,2719,,15,10.1111/gcb.12256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881549929&partnerID=40&md5=de31d0be6fcb554e8458cc885016a6e0,Article,Scopus,2-s2.0-84881549929
201,"Klefoth, T., Skov, C., Aarestrup, K., Arlinghaus, R.",Reliability of non-lethal assessment methods of body composition and energetic status exemplified by applications to eel (Anguilla anguilla) and carp (Cyprinus carpio),2013,Fisheries Research,146,,,18,26,,4,10.1016/j.fishres.2013.03.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877109301&partnerID=40&md5=6d119c91a32b2050ba414d923934c579,Article,Scopus,2-s2.0-84877109301
202,"McGlathery, K.J., Reidenbach, M.A., D'Odorico, P., Fagherazzi, S., Pace, M.L., Porter, J.H.",Nonlinear dynamics and alternative stable states in shallow coastal systems,2013,Oceanography,26,3,,220,231,,10,10.5670/oceanog.2013.66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881521120&partnerID=40&md5=172067b5d28336f11ea147af0ceccb4b,Article,Scopus,2-s2.0-84881521120
203,"Waylett, A.J., Hutchins, M.G., Johnson, A.C., Bowes, M.J., Loewenthal, M.",Physico-chemical factors alone cannot simulate phytoplankton behaviour in a lowland river,2013,Journal of Hydrology,497,,,223,233,,6,10.1016/j.jhydrol.2013.05.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880018039&partnerID=40&md5=4f2a4f0f113cc4693c36a315bb354089,Article,Scopus,2-s2.0-84880018039
204,"Rodriguez, G.E., Rassweiler, A., Reed, D.C., Holbrook, S.J.",The importance of progressive senescence in the biomass dynamics of giant kelp (Macrocystis pyrifera),2013,Ecology,94,8,,1848,1858,,8,10.1890/12-1340.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881245946&partnerID=40&md5=2b6cea09ae8bcf6cce30c4873c5a4070,Article,Scopus,2-s2.0-84881245946
205,"Bie, Y., Jiang, D., Tang, M., Dai, H.",Analysis of density currents variation throughout the whole year during normal operation in Xiangxi bay of three Gorges reservoir,2013,"Journal of Food, Agriculture and Environment",11,2,,832,835,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880273540&partnerID=40&md5=6dbe31403d3c292e2ee0d7ed7567995e,Article,Scopus,2-s2.0-84880273540
206,"Cernusak, L.A., Winter, K., Dalling, J.W., Holtum, J.A.M., Jaramillo, C., KÃ¶rner, C., Leakey, A.D.B., Norby, R.J., Poulter, B., Turner, B.L., Wright, S.J.",Tropical forest responses to increasing atmospheric CO2: Current knowledge and opportunities for future research,2013,Functional Plant Biology,40,6,,531,551,,26,10.1071/FP12309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879657990&partnerID=40&md5=71e703fb50d4ce3771db06370c97dd8a,Review,Scopus,2-s2.0-84879657990
207,"Strazisar, T., Koch, M.S., Madden, C.J., Filina, J., Lara, P.U., Mattair, A.",Salinity effects on Ruppia maritima L. seed germination and seedling survival at the Everglades-Florida Bay ecotone,2013,Journal of Experimental Marine Biology and Ecology,445,,,129,139,,5,10.1016/j.jembe.2013.02.045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878165037&partnerID=40&md5=9e0d092372d2d8bedd59fa96e96e72aa,Article,Scopus,2-s2.0-84878165037
208,"GaramvÃ¶lgyi, ÃÅ., Hufnagel, L.",Impacts of climate change on vegetation distribution No. 1: Climate change induced vegetation shifts in the palearctic region,2013,Applied Ecology and Environmental Research,11,1,,79,122,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878970208&partnerID=40&md5=31222d66de414e66af648afb47a67c12,Article,Scopus,2-s2.0-84878970208
209,"Nicastro, A., Bishop, M.J.",Weak and Habitat-Dependent Effects of Nutrient Pollution on Macrofaunal Communities of Southeast Australian Estuaries,2013,PLoS ONE,8,6, e65706,,,,5,10.1371/journal.pone.0065706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879189340&partnerID=40&md5=49293352ae731613fc7ce06d51b65fb1,Article,Scopus,2-s2.0-84879189340
210,"Sammis, T., Gutschick, V., Wang, J., Miller, D.R.",Model of water and nitrogen management in pecan trees under normal and resource-limited conditions,2013,Agricultural Water Management,124,,,28,36,,3,10.1016/j.agwat.2013.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876829945&partnerID=40&md5=4c7a1b767d492a68738eb8e8375f17a2,Article,Scopus,2-s2.0-84876829945
211,"Huesemann, M.H., Van Wagenen, J., Miller, T., Chavis, A., Hobbs, S., Crowe, B.",A screening model to predict microalgae biomass growth in photobioreactors and raceway ponds,2013,Biotechnology and Bioengineering,110,6,,1583,1594,,27,10.1002/bit.24814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876754483&partnerID=40&md5=10fde852abcfc3c150bc795a3dc5d4e3,Article,Scopus,2-s2.0-84876754483
212,"Kalenderski, S., Stenchikov, G., Zhao, C.",Modeling a typical winter-time dust event over the Arabian Peninsula and the Red Sea,2013,Atmospheric Chemistry and Physics,13,4,,1999,2014,,14,10.5194/acp-13-1999-2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875906118&partnerID=40&md5=c7535af81b5da717de1400b629117edf,Article,Scopus,2-s2.0-84875906118
213,"Dhib, A., Frossard, V., Turki, S., Aleya, L.",Dynamics of harmful dinoflagellates driven by temperature and salinity in a northeastern Mediterranean lagoon,2013,Environmental Monitoring and Assessment,185,4,,3369,3382,,10,10.1007/s10661-012-2797-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876329966&partnerID=40&md5=a79611b40ef439f347b6094114486fbd,Article,Scopus,2-s2.0-84876329966
214,"MÃ_nnistÃ¶, M.K., Kurhela, E., Tiirola, M., HÃ_ggblom, M.M.",Acidobacteria dominate the active bacterial communities of Arctic tundra with widely divergent winter-time snow accumulation and soil temperatures,2013,FEMS Microbiology Ecology,84,1,,47,59,,17,10.1111/1574-6941.12035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874678194&partnerID=40&md5=c10fb851e9ad2ee6956f7b93090ba8eb,Article,Scopus,2-s2.0-84874678194
215,"Sellin, A., Tullus, A., Niglas, A., Ã•unapuu, E., Karusion, A., LÃµhmus, K.","Humidity-driven changes in growth rate, photosynthetic capacity, hydraulic properties and other functional traits in silver birch (Betula pendula)",2013,Ecological Research,28,3,,523,535,,17,10.1007/s11284-013-1041-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876979889&partnerID=40&md5=6140d1ab3ff38452205c79b7c10dc546,Article,Scopus,2-s2.0-84876979889
216,"Hilton, R.G., Galy, A., West, A.J., Hovius, N., Roberts, G.G.",Geomorphic control on the Î´15N of mountain forests,2013,Biogeosciences,10,3,,1693,1705,,14,10.5194/bg-10-1693-2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882836853&partnerID=40&md5=3bb7ef28603819d895fb061756de5519,Article,Scopus,2-s2.0-84882836853
217,"Duan, S.-W., Kaushal, S.S.",Warming increases carbon and nutrient fluxes from sediments in streams across land use,2013,Biogeosciences,10,2,,1193,1207,,11,10.5194/bg-10-1193-2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874465334&partnerID=40&md5=9e4fa9fa1b9ab1dfe02a5c54b849d88c,Article,Scopus,2-s2.0-84874465334
218,"LÃ_rling, M., De Senerpont Domis, L.N.",Predictability of plankton communities in an unpredictable world,2013,Freshwater Biology,58,3,,455,462,,2,10.1111/fwb.12092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873467787&partnerID=40&md5=63e4aaa47ca95e5d1b5a8be628678dbc,Article,Scopus,2-s2.0-84873467787
219,"Caron, D.A., Hutchins, D.A.","The effects of changing climate on microzooplankton grazing and community structure: Drivers, predictions and knowledge gaps",2013,Journal of Plankton Research,35,2,,235,252,,29,10.1093/plankt/fbs091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874821389&partnerID=40&md5=9ef2e6b56cfa3a452f47cbb20ee17ca5,Article,Scopus,2-s2.0-84874821389
220,"Lloyd, S.S., Elliott, D.T., Roman, M.R.","Egg production by the copepod, Eurytemora affinis, in Chesapeake Bay turbidity maximum regions",2013,Journal of Plankton Research,35,2,,299,308,,3,10.1093/plankt/fbt003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874896293&partnerID=40&md5=254b4de731aaee07dd81808b9a927b62,Article,Scopus,2-s2.0-84874896293
221,"Sadeghia, R., Zarkami, R., Sabetraftar, K., Van Damme, P.","Application of genetic algorithm and greedy stepwise to select input variables in classification tree models for the prediction of habitat requirements of Azolla filiculoides (Lam.) in Anzali wetland, Iran",2013,Ecological Modelling,251,,,44,53,,6,10.1016/j.ecolmodel.2012.12.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872373914&partnerID=40&md5=b2a899672046648f9eb3083c97812508,Article,Scopus,2-s2.0-84872373914
222,"Chen, Y., Han, W., Tang, L., Tang, Z., Fang, J.","Leaf nitrogen and phosphorus concentrations of woody plants differ in responses to climate, soil and plant growth form",2013,Ecography,36,2,,178,184,,34,10.1111/j.1600-0587.2011.06833.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874208282&partnerID=40&md5=ff32ab1d3136204e7f53571a1f95b3e6,Article,Scopus,2-s2.0-84874208282
223,"Wu, T.-J.",Effects of global change on soil fauna diversity: A review,2013,Chinese Journal of Applied Ecology,24,2,,581,588,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874668639&partnerID=40&md5=1cd6416e5a54e31eb50e45754d9e54c6,Article,Scopus,2-s2.0-84874668639
224,"Kuznetsov, I., Neumann, T.",Simulation of carbon dynamics in the Baltic Sea with a 3D model,2013,Journal of Marine Systems,111-112,,,167,174,,4,10.1016/j.jmarsys.2012.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872264312&partnerID=40&md5=e637c88d1ecc4d0dcc58cc1bd9c687e1,Article,Scopus,2-s2.0-84872264312
225,"Andersen, R., Chapman, S.J., Artz, R.R.E.",Microbial communities in natural and disturbed peatlands: A review,2013,Soil Biology and Biochemistry,57,,,979,994,,38,10.1016/j.soilbio.2012.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873324462&partnerID=40&md5=6fd157d8668193d979323cfce3c87e72,Review,Scopus,2-s2.0-84873324462
226,"BergÃ¨s, L., Pellissier, V., Avon, C., Verheyen, K., Dupouey, J.-L.",Unexpected long-range edge-to-forest interior environmental gradients,2013,Landscape Ecology,28,3,,439,453,,10,10.1007/s10980-012-9841-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874997143&partnerID=40&md5=f37472b0fe4fb55128160f3a41347703,Article,Scopus,2-s2.0-84874997143
227,"Dam, H.G.",Evolutionary adaptation of marine zooplankton to global change,2013,Annual Review of Marine Science,5,,,349,370,,40,10.1146/annurev-marine-121211-172229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872315600&partnerID=40&md5=9abd76117acbabb6f9b786a7f8ac7910,Article,Scopus,2-s2.0-84872315600
228,"Newton, C., Thornber, C.",Ecological Impacts of Macroalgal Blooms on Salt Marsh Communities,2013,Estuaries and Coasts,36,2,,365,376,,7,10.1007/s12237-012-9565-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874810927&partnerID=40&md5=d06aaff38c0f6723c7fd1d77da568558,Article,Scopus,2-s2.0-84874810927
229,"Spyropoulou, A., Spatharis, S., Papantoniou, G., Tsirtsis, G.",Potential response to climate change of a semi-arid coastal ecosystem in eastern Mediterranean,2013,Hydrobiologia,705,1,,87,99,,5,10.1007/s10750-012-1384-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873997017&partnerID=40&md5=945647ff08f6dab0de065c70bfefdf5a,Article,Scopus,2-s2.0-84873997017
230,"Morgan, D.K.J., Hicks, B.J.",A metabolic theory of ecology applied to temperature and mass dependence of N and P excretion by common carp,2013,Hydrobiologia,705,1,,135,145,,6,10.1007/s10750-012-1388-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873987072&partnerID=40&md5=8b4ececad7389a829d77ddc0d08d1c8f,Article,Scopus,2-s2.0-84873987072
231,"Soudzilovskaia, N.A., van Bodegom, P.M., Cornelissen, J.H.C.","Dominant bryophyte control over high-latitude soil temperature fluctuations predicted by heat transfer traits, field moisture regime and laws of thermal insulation",2013,Functional Ecology,27,6,,1442,1454,,11,10.1111/1365-2435.12127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887828151&partnerID=40&md5=2c23e2755848748cb5f5764709adbf23,Article,Scopus,2-s2.0-84887828151
232,"Stenger-KovÃ¡cs, C., Lengyel, E., Crossetti, L.O., Ãœveges, V., PadisÃ¡k, J.","Diatom ecological guilds as indicators of temporally changing stressors and disturbances in the small Torna-stream, Hungary",2013,Ecological Indicators,24,,,138,147,,28,10.1016/j.ecolind.2012.06.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863228769&partnerID=40&md5=aee1174c63b9a90f1c74794f1019e9ed,Article,Scopus,2-s2.0-84863228769
233,"van der Molen, J., Aldridge, J.N., Coughlan, C., Parker, E.R., Stephens, D., Ruardij, P.",Modelling marine ecosystem response to climate change and trawling in the North Sea,2013,Biogeochemistry,113,01-Mar,,213,236,,15,10.1007/s10533-012-9763-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876280989&partnerID=40&md5=12ab3d61a1ab06329efa5765a4d49b21,Article,Scopus,2-s2.0-84876280989
234,"Anneville, O., Beniston, M., Gallina, N., Gillet, C., Jacquet, S., Lazzarotto, J., Perroud, M.",Climate change and Lake Geneva: the evidence is here! [L'empreinte du changement climatique sur le LÃ©man],2013,Archives des Sciences,66,2,,157,172,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897874006&partnerID=40&md5=e06c964b1d9821d241f549c59c68b0b0,Article,Scopus,2-s2.0-84897874006
235,"Moroney, J.R., Rundel, P.W.","Abundance and dispersion of the invasive Mediterranean annual, Centaurea melitensis in its native and non-native ranges",2013,Biological Invasions,15,3,,495,507,,5,10.1007/s10530-012-0302-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874230627&partnerID=40&md5=a69f48ae924d04a3c4aa1b5afc8e9634,Article,Scopus,2-s2.0-84874230627
236,"Sundqvist, M.K., Sanders, N.J., Wardle, D.A.","Community and ecosystem responses to elevational gradients: Processes, mechanisms, and insights for global change",2013,"Annual Review of Ecology, Evolution, and Systematics",44,,,261,280,,54,10.1146/annurev-ecolsys-110512-135750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888624690&partnerID=40&md5=60128a5d81419ae98b1c043a1bc55e6f,Review,Scopus,2-s2.0-84888624690
237,"Vander Laan, J.J., Hawkins, C.P., Olson, J.R., Hill, R.A.","Linking land use, in-stream stressors, and biological condition to infer causes of regional ecological impairment in streams",2013,Freshwater Science,32,3,,801,820,,13,10.1899/12-186.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884303992&partnerID=40&md5=f67ea5de8d5ebd02645bcf9b2edbff18,Article,Scopus,2-s2.0-84884303992
238,"Wang, G., Post, W.M., Mayes, M.A.",Development of microbial-enzyme-mediated decomposition model parameters through steady-state and dynamic analyses,2013,Ecological Applications,23,1,,255,272,,40,10.1890/12-0681.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875767757&partnerID=40&md5=0a1f0124c2e95fff373a8836f46dacbf,Article,Scopus,2-s2.0-84875767757
239,"Suggett, D.J., Dong, L.F., Lawson, T., Lawrenz, E., Torres, L., Smith, D.J.",Light availability determines susceptibility of reef building corals to ocean acidification,2013,Coral Reefs,32,2,,327,337,,22,10.1007/s00338-012-0996-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877051394&partnerID=40&md5=8dfffc2f1250f8ec4a9b8aca74d51fe4,Article,Scopus,2-s2.0-84877051394
240,"Fu, F.X., Tatters, A.O., Hutchins, D.A.",Global change and the future of harmful algal blooms in the ocean,2012,Marine Ecology Progress Series,470,,,207,233,,41,10.3354/meps10047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866986871&partnerID=40&md5=0a044e5b44de63faa3e4b7e8178ccb36,Article,Scopus,2-s2.0-84866986871
241,"Duivenvoorden, J.F., Cuello A, N.L.",Functional trait state diversity of Andean forests in Venezuela changes with altitude,2012,Journal of Vegetation Science,23,6,,1105,1113,,4,10.1111/j.1654-1103.2012.01428.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869094186&partnerID=40&md5=779fd31d0d9ad090f9910720e100f891,Article,Scopus,2-s2.0-84869094186
242,"Kasper, J., Mumm, R., Ruther, J.",The composition of carcass volatile profiles in relation to storage time and climate conditions,2012,Forensic Science International,223,01-Mar,,64,71,,15,10.1016/j.forsciint.2012.08.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870295647&partnerID=40&md5=d5c9469a3bd256b2d7168cda2c10fc0b,Article,Scopus,2-s2.0-84870295647
